timestamp,heart_rate,batch_id,anomaly_type
2025-12-26 12:32:41.468719,83.43360614485191,0,normal
2025-12-26 12:32:51.468719,68.57209282922207,0,normal
2025-12-26 12:33:01.468719,78.96640959648678,0,normal
2025-12-26 12:33:11.468719,75.01531717664203,0,normal
2025-12-26 12:33:21.468719,78.68616810734181,0,normal
2025-12-26 12:33:31.468719,79.68599389815475,0,normal
2025-12-26 12:33:41.468719,76.87088528166662,0,normal
2025-12-26 12:33:51.468719,69.12183555695168,0,normal
2025-12-26 12:34:01.468719,76.41231896790408,0,normal
2025-12-26 12:34:11.468719,78.49070699609435,0,normal
2025-12-26 12:34:21.468719,76.55927936208845,0,normal
2025-12-26 12:34:31.468719,75.25572198814803,0,normal
2025-12-26 12:34:41.468719,69.48928248383967,0,normal
2025-12-26 12:34:51.468719,67.7995373784125,0,normal
2025-12-26 12:35:01.468719,69.37271932086406,0,normal
2025-12-26 12:35:11.468719,74.00831249277344,0,normal
2025-12-26 12:35:21.468719,77.32293947780963,0,normal
2025-12-26 12:35:31.468719,69.60808922736325,0,normal
2025-12-26 12:35:41.468719,68.67068892159735,1,normal
2025-12-26 12:35:51.468719,66.00344772155474,1,normal
2025-12-26 12:36:01.468719,72.09943190772499,1,normal
2025-12-26 12:36:11.468719,67.84723574942396,1,normal
2025-12-26 12:36:21.468719,82.33193103515049,1,normal
2025-12-26 12:36:31.468719,72.8289286096461,1,normal
2025-12-26 12:36:41.468719,75.73645975245559,1,normal
2025-12-26 12:36:51.468719,82.11192946673106,1,normal
2025-12-26 12:37:01.468719,72.00803756595478,1,normal
2025-12-26 12:37:11.468719,72.99827091007563,1,normal
2025-12-26 12:37:21.468719,74.39903465384985,1,normal
2025-12-26 12:37:31.468719,76.07446037298406,1,normal
2025-12-26 12:37:41.468719,82.43661385100953,1,normal
2025-12-26 12:37:51.468719,74.58639149996462,1,normal
2025-12-26 12:38:01.468719,69.6188276851277,1,normal
2025-12-26 12:38:11.468719,75.96823738313182,1,normal
2025-12-26 12:38:21.468719,80.67282929175762,1,normal
2025-12-26 12:38:31.468719,74.75788454425607,1,normal
2025-12-26 12:38:41.468719,81.5268894610145,2,normal
2025-12-26 12:38:51.468719,72.70920767175059,2,normal
2025-12-26 12:39:01.468719,72.27217521650465,2,normal
2025-12-26 12:39:11.468719,70.85079218525279,2,normal
2025-12-26 12:39:21.468719,74.24309808075797,2,normal
2025-12-26 12:39:31.468719,75.13243821429039,2,normal
2025-12-26 12:39:41.468719,75.10090942493946,2,normal
2025-12-26 12:39:51.468719,69.1712370862657,2,normal
2025-12-26 12:40:01.468719,69.83455713262822,2,normal
2025-12-26 12:40:11.468719,82.32900357290512,2,normal
2025-12-26 12:40:21.468719,80.3524440110636,2,normal
2025-12-26 12:40:31.468719,72.74400417247924,2,normal
2025-12-26 12:40:41.468719,73.56200426977328,2,normal
2025-12-26 12:40:51.468719,70.24334253854013,2,normal
2025-12-26 12:41:01.468719,82.24852614206802,2,normal
2025-12-26 12:41:11.468719,70.2051965238752,2,normal
2025-12-26 12:41:21.468719,82.53010392564282,2,normal
2025-12-26 12:41:31.468719,77.7078741231422,2,normal
2025-12-26 12:41:41.468719,75.1952743022279,3,normal
2025-12-26 12:41:51.468719,72.03209554937544,3,normal
2025-12-26 12:42:01.468719,74.71506402124217,3,normal
2025-12-26 12:42:11.468719,71.08339802923078,3,normal
2025-12-26 12:42:21.468719,70.6889681911318,3,normal
2025-12-26 12:42:31.468719,71.04288441093216,3,normal
2025-12-26 12:42:41.468719,73.31012577011339,3,normal
2025-12-26 12:42:51.468719,77.82197143648139,3,normal
2025-12-26 12:43:01.468719,80.05546351495576,3,normal
2025-12-26 12:43:11.468719,74.07522637257817,3,normal
2025-12-26 12:43:21.468719,71.08398785805477,3,normal
2025-12-26 12:43:31.468719,77.547306117796,3,normal
2025-12-26 12:43:41.468719,75.77160064395092,3,normal
2025-12-26 12:43:51.468719,71.2506381752703,3,normal
2025-12-26 12:44:01.468719,75.86488562938793,3,normal
2025-12-26 12:44:11.468719,79.08417873855343,3,normal
2025-12-26 12:44:21.468719,75.1368775839375,3,normal
2025-12-26 12:44:31.468719,73.85652473472895,3,normal
2025-12-26 12:44:41.468719,69.49079215863807,4,high_rate
2025-12-26 12:44:51.468719,82.10360449344576,4,high_rate
2025-12-26 12:45:01.468719,80.44474306128005,4,high_rate
2025-12-26 12:45:11.468719,82.42826903641276,4,high_rate
