batch_id,data_index,timestamp,heart_rate_raw,heart_rate_filtered
1,0,2025-12-26 12:33:00,78.12523392488328,78.12523392488328
1,1,2025-12-26 12:33:00,79.28981720063693,76.98069086125633
1,2,2025-12-26 12:33:00,74.41724523892587,75.8361477976294
1,3,2025-12-26 12:33:00,74.69160473400245,74.69160473400245
1,4,2025-12-26 12:33:00,78.70467781933307,74.24534757695052
1,5,2025-12-26 12:33:00,72.70959175579591,73.79909041989859
1,6,2025-12-26 12:33:00,73.35283326284666,73.50516702473766
1,7,2025-12-26 12:33:00,73.80983454851969,73.65750078662867
1,8,2025-12-26 12:33:00,81.90022936343772,72.02132189535966
1,9,2025-12-26 12:33:00,64.89202366853992,70.23280924219965
1,10,2025-12-26 12:33:00,68.44429658903964,70.83554145751563
1,11,2025-12-26 12:33:00,75.61803119446763,73.22678632599164
1,12,2025-12-26 12:33:00,75.7860280970133,75.67403016198284
1,13,2025-12-26 12:33:00,60.61406024480144,74.56891268046189
1,14,2025-12-26 12:33:00,77.38058538773723,74.12837755982825
1,15,2025-12-26 12:33:00,72.30267874990474,72.96726111079207
1,16,2025-12-26 12:33:00,74.29642583256673,72.07301275950852
1,17,2025-12-26 12:33:00,69.61993369605409,69.61993369605409
2,0,2025-12-26 12:33:01,75.73370448998509,75.73370448998509
2,1,2025-12-26 12:33:01,80.37146598088813,77.71721556813455
2,2,2025-12-26 12:33:01,77.04647623353046,79.84584586043549
2,3,2025-12-26 12:33:01,82.11959536688788,81.53688557155462
2,4,2025-12-26 12:33:01,87.22465545551816,81.54624666813808
2,5,2025-12-26 12:33:01,80.39954927063852,77.63599703915466
2,6,2025-12-26 12:33:01,70.38884647993757,73.72574741017121
2,7,2025-12-26 12:33:01,70.26181629636851,72.40118036462539
2,8,2025-12-26 12:33:01,76.42584813400106,75.44401465763751
2,9,2025-12-26 12:33:01,79.5173493589739,78.48684895064962
2,10,2025-12-26 12:33:01,81.72638085163446,76.55145567681998
2,11,2025-12-26 12:33:01,68.99283881223292,73.58556199466605
2,12,2025-12-26 12:33:01,70.61966831251213,73.65127047565602
2,13,2025-12-26 12:33:01,80.69163649774578,76.68287263879989
2,14,2025-12-26 12:33:01,79.71447480194378,77.04624073173981
2,15,2025-12-26 12:33:01,71.70977259133191,74.37800666153586
2,16,2025-12-26 12:33:01,68.65047377937799,70.6900063206806
2,17,2025-12-26 12:33:01,72.30949881347165,68.65047377937799
3,0,2025-12-26 12:33:02,76.44012482976319,76.44012482976319
3,1,2025-12-26 12:33:02,77.74515537587152,74.8901016204714
3,2,2025-12-26 12:33:02,70.5687337787844,72.93297127014515
3,3,2025-12-26 12:33:02,71.79005520188782,71.38294806085335
3,4,2025-12-26 12:33:02,67.93549611043163,99.17153696258558
3,5,2025-12-26 12:33:02,155.15582190708454,127.36723300535229
3,6,2025-12-26 12:33:02,166.9017832561729,158.9891406658931
3,7,2025-12-26 12:33:02,151.8111206614481,160.55168362837506
3,8,2025-12-26 12:33:02,166.65577818351025,162.11422659085702
3,9,2025-12-26 12:33:02,159.84345079453038,132.7747982062763
3,10,2025-12-26 12:33:02,68.53442616644075,104.22622084264749
3,11,2025-12-26 12:33:02,78.63749302976811,76.16019997249202
3,12,2025-12-26 12:33:02,74.197718703644,74.68027519711733
3,13,2025-12-26 12:33:02,75.64538818406399,75.16283169059065
3,14,2025-12-26 12:33:02,71.29624932141908,75.56089182922372
3,15,2025-12-26 12:33:02,77.42680119763958,76.44150846133012
3,16,2025-12-26 12:33:02,76.83956859996319,75.73872998913936
3,17,2025-12-26 12:33:02,73.53705276749173,73.53705276749173
4,0,2025-12-26 12:33:03,70.84649162366917,70.84649162366917
4,1,2025-12-26 12:33:03,76.15641384900823,72.85436094675572
4,2,2025-12-26 12:33:03,71.56017736758977,75.38463502725034
4,3,2025-12-26 12:33:03,78.43731386515304,77.67701385977144
4,4,2025-12-26 12:33:03,79.99807699702409,71.50182614501205
4,5,2025-12-26 12:33:03,57.630850704730065,64.27057714883955
4,6,2025-12-26 12:33:03,56.743566876635555,55.40930287017193
4,7,2025-12-26 12:33:03,51.853491029150184,53.4835163116453
4,8,2025-12-26 12:33:03,50.09291636664722,52.63223996759139
4,9,2025-12-26 12:33:03,54.189737844473804,61.503017197384686
4,10,2025-12-26 12:33:03,78.70264437873232,70.37379442717798
4,11,2025-12-26 12:33:03,78.46582271853009,78.46582271853009
4,12,2025-12-26 12:33:03,74.94748522109755,77.29304355271924
4,13,2025-12-26 12:33:03,82.04622633982626,77.96551012628423
4,14,2025-12-26 12:33:03,74.80350337019189,78.36714011907326
4,15,2025-12-26 12:33:03,80.48322243922505,79.94154927767313
4,16,2025-12-26 12:33:03,79.67071269689718,78.8311326785086
4,17,2025-12-26 12:33:03,77.15197264173142,77.15197264173142
