timestamp,heart_rate,batch_id,anomaly_type
2025-12-26 12:53:43.935633,72.7871988076185,0,low_rate
2025-12-26 12:53:53.935633,75.32302226702443,0,low_rate
2025-12-26 12:54:03.935633,70.89931962398354,0,low_rate
2025-12-26 12:54:13.935633,70.10047952420851,0,low_rate
2025-12-26 12:54:23.935633,71.25968312944804,0,low_rate
2025-12-26 12:54:33.935633,56.23347003037943,0,low_rate
2025-12-26 12:54:43.935633,55.5756500675595,0,low_rate
2025-12-26 12:54:53.935633,54.15163538257777,0,low_rate
2025-12-26 12:55:03.935633,55.88394893425203,0,low_rate
2025-12-26 12:55:13.935633,54.100006424085194,0,low_rate
2025-12-26 12:55:23.935633,77.73057532178782,0,low_rate
2025-12-26 12:55:33.935633,66.69761101880579,0,low_rate
2025-12-26 12:55:43.935633,66.6217090622346,0,low_rate
2025-12-26 12:55:53.935633,72.79665945696938,0,low_rate
2025-12-26 12:56:03.935633,75.96405129068211,0,low_rate
2025-12-26 12:56:13.935633,64.46231025418233,0,low_rate
2025-12-26 12:56:23.935633,75.21482808708775,0,low_rate
2025-12-26 12:56:33.935633,70.88265496664603,0,low_rate
2025-12-26 12:56:43.935633,78.57517308520445,1,normal
2025-12-26 12:56:53.935633,80.1069889840523,1,normal
2025-12-26 12:57:03.935633,79.01168632164428,1,normal
2025-12-26 12:57:13.935633,79.19961470800686,1,normal
2025-12-26 12:57:23.935633,76.34447852316487,1,normal
2025-12-26 12:57:33.935633,69.83152986945944,1,normal
2025-12-26 12:57:43.935633,79.6057735681349,1,normal
2025-12-26 12:57:53.935633,78.94955215519794,1,normal
2025-12-26 12:58:03.935633,61.86464054089676,1,normal
2025-12-26 12:58:13.935633,73.4234358470716,1,normal
2025-12-26 12:58:23.935633,78.89105206774907,1,normal
2025-12-26 12:58:33.935633,71.46893842209862,1,normal
2025-12-26 12:58:43.935633,75.05994250247197,1,normal
2025-12-26 12:58:53.935633,79.57752816531594,1,normal
2025-12-26 12:59:03.935633,75.92555531054346,1,normal
2025-12-26 12:59:13.935633,66.97318874399383,1,normal
