batch_id,data_index,timestamp,heart_rate_raw,heart_rate_filtered
1,0,2025-12-26 12:53:52,72.68582948786388,72.68582948786388
1,1,2025-12-26 12:53:52,79.29496307228709,76.3593621551436
1,2,2025-12-26 12:53:52,78.19612848878347,78.10456506678842
1,3,2025-12-26 12:53:52,77.92143822279834,75.62325225339846
1,4,2025-12-26 12:53:52,70.75219004861358,73.1419394400085
1,5,2025-12-26 12:53:52,67.80137694196064,72.42034880882683
1,6,2025-12-26 12:53:52,77.49959138083629,74.6694825862344
1,7,2025-12-26 12:53:52,75.75666632925332,76.33764134644764
1,8,2025-12-26 12:53:52,77.75002543292642,73.83236209355991
1,9,2025-12-26 12:53:52,68.24082857059012,70.74610782347786
1,10,2025-12-26 12:53:52,66.15200556550879,70.53937022057758
1,11,2025-12-26 12:53:52,75.1364535205525,72.83791187056504
1,12,2025-12-26 12:53:52,80.89524805835089,73.70769665506327
1,13,2025-12-26 12:53:52,70.85018292408483,72.27893978957405
1,14,2025-12-26 12:53:52,67.05154003227258,69.58396862681408
1,15,2025-12-26 12:53:52,73.5040134821551,70.4685788128375
1,16,2025-12-26 12:53:52,66.6755903825384,69.07704796565537
1,17,2025-12-26 12:53:52,74.2930055193884,66.6755903825384
2,0,2025-12-26 12:53:53,72.79350242966756,72.79350242966756
2,1,2025-12-26 12:53:53,75.27962639351618,73.30679107524459
2,2,2025-12-26 12:53:53,73.5634353980331,73.5634353980331
2,3,2025-12-26 12:53:53,70.18146527606108,75.5641615096714
2,4,2025-12-26 12:53:53,79.56561373294797,103.9622790612651
2,5,2025-12-26 12:53:53,158.7577880528142,132.3828959949656
2,6,2025-12-26 12:53:53,158.82528619913464,158.80278681702782
2,7,2025-12-26 12:53:53,161.0634806925554,157.91542116524496
2,8,2025-12-26 12:53:53,156.09569109746562,155.52223047181425
2,9,2025-12-26 12:53:53,151.64571411884253,129.0519329227252
2,10,2025-12-26 12:53:53,78.70707840665773,103.25572869245588
2,11,2025-12-26 12:53:53,79.4143935518674,78.64959921940965
2,12,2025-12-26 12:53:53,77.82732569970383,76.98604851255932
2,13,2025-12-26 12:53:53,74.42374143131642,74.7969496023635
2,14,2025-12-26 12:53:53,68.78021781821869,72.90110159448565
2,15,2025-12-26 12:53:53,72.13978167607027,74.02701383378316
2,16,2025-12-26 12:53:53,77.80147814920895,75.91424599149605
2,17,2025-12-26 12:53:53,84.7374615941773,77.80147814920895
3,0,2025-12-26 12:53:54,72.49428101091533,72.49428101091533
3,1,2025-12-26 12:53:54,76.18029728987638,73.97563133113911
3,2,2025-12-26 12:53:54,73.25231569262564,74.22830955837588
3,3,2025-12-26 12:53:54,77.45702998059767,75.62988098769989
3,4,2025-12-26 12:53:54,71.4362285939324,103.13321204157643
3,5,2025-12-26 12:53:54,158.690290451506,132.99825767149795
3,6,2025-12-26 12:53:54,162.8474525823902,162.3344970970431
3,7,2025-12-26 12:53:54,169.8666453261157,164.99493022822068
3,8,2025-12-26 12:53:54,165.46574825723314,165.86769545316832
3,9,2025-12-26 12:53:54,166.67158984503874,134.47388211265257
3,10,2025-12-26 12:53:54,71.28430823568591,102.64750904848978
3,11,2025-12-26 12:53:54,71.19247065255027,71.22308318026215
3,12,2025-12-26 12:53:54,68.90746124982229,72.64708132296015
3,13,2025-12-26 12:53:54,75.5563026637799,74.12218050601479
3,14,2025-12-26 12:53:54,87.34889008670189,75.59727968906942
3,15,2025-12-26 12:53:54,75.61776820171418,74.86889486768455
3,16,2025-12-26 12:53:54,73.37114819962528,73.95676717007422
3,17,2025-12-26 12:53:54,72.8813851088832,72.8813851088832
